Jugador,Nacionalidad,Posicion,Edad,Dia_partido,Goles,Tiros Totales,xG,npxG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date
Abdoulie Ceesay,gm GAM,FW,21-035,"Sunday February 9, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,0,0,1,0,,0,0,0,0,3,0,0,0,0,,-
Patrick Drewes,de GER,GK,31-202,"Saturday August 24, 2024",0,0,0.0,0.0,0.0,0.0,0,38,38,38,0,0,0,0,9,12,0.0,0.0,0.0,1,21,17,0,0,23,23,23,0,0,0,0,0,,0,0,0,0,13,0,0,0,0,,30.06.2027
Daniel Svensson,se SWE,WB,23-080,"Saturday May 3, 2025",0,1,0.1,0.1,0.0,0.0,0,55,55,55,0,0,0,0,12,4,0.0,0.0,0.1,1,44,11,0,4,39,39,39,0,2,0,30,3,0.0,1,1,0,0,38,6,0,4,0,0.0,30.06.2026
Abdoulie Ceesay,gm GAM,FW,21-083,"Saturday March 29, 2025",0,0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,0,1,0,,0,0,1,0,1,0,0,0,0,0.0,-
Nicolas Hofler,de GER,CM,34-274,"Sunday December 8, 2024",0,0,0.0,0.0,0.0,0.0,0,48,48,48,4,4,0,0,19,2,0.0,0.0,0.0,4,47,0,0,0,41,41,41,1,2,0,3,0,,0,1,1,3,32,0,1,0,2,100.0,-
Stefan Schimmer,de GER,AM,30-161,"Sunday October 6, 2024",0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1,0,0,0,1,1,1,0,0,0.0,30.06.2026
Stefan Schimmer,de GER,FW,30-146,"Saturday September 21, 2024",0,1,0.0,0.0,0.1,0.1,1,7,7,7,1,1,0,0,4,0,0.1,0.1,0.1,0,7,0,0,0,5,5,5,0,0,0,7,3,,0,0,1,0,8,3,0,0,0,0.0,30.06.2026
Stefan Schimmer,de GER,RB,30-174,"Saturday October 19, 2024",0,1,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,4,0,0,0,2,2,2,0,0,0,4,1,,0,0,0,0,3,1,0,0,0,,30.06.2026
Stefan Schimmer,de GER,AM,30-279,"Saturday February 1, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,1,0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,0,0,0,1,1,,0,0,0,0,1,0,0,0,0,0.0,30.06.2026
Nicolas Hofler,de GER,DM,34-329,"Saturday February 1, 2025",0,0,0.0,0.0,0.0,0.0,0,24,24,24,1,1,0,0,9,0,0.0,0.0,0.0,2,24,0,0,1,18,18,18,0,6,0,3,1,,0,0,3,1,17,0,2,1,1,20.0,-
Daniel Svensson,se SWE,WB,23-052,"Saturday April 5, 2025",0,1,0.0,0.0,0.0,0.0,3,42,42,42,5,5,0,0,12,3,0.0,0.0,0.1,3,34,8,0,1,30,30,30,0,4,0,17,2,,0,0,0,2,29,4,0,1,0,0.0,30.06.2026
Daniel Svensson,se SWE,WB,23-073,"Saturday April 26, 2025",0,1,0.2,0.2,0.8,0.8,4,74,74,74,7,7,0,0,28,3,0.8,0.8,0.3,3,62,12,0,5,57,57,57,0,4,0,33,3,,0,2,0,1,52,6,1,5,3,60.0,30.06.2026
Nicolas Hofler,de GER,AM,34-210,"Saturday October 5, 2024",0,0,0.0,0.0,0.0,0.0,0,5,5,5,1,1,0,0,0,0,0.0,0.0,0.0,1,5,0,0,0,4,4,4,0,4,0,0,0,,0,0,0,0,1,0,1,0,1,100.0,-
Patrick Drewes,de GER,GK,31-244,"Saturday October 5, 2024",0,0,0.0,0.0,0.0,0.0,0,42,42,42,0,0,0,0,6,17,0.0,0.0,0.0,2,37,5,0,0,27,27,27,0,1,0,0,0,,0,0,0,0,25,0,0,0,0,,30.06.2027
Patrick Drewes,de GER,GK,31-223,"Saturday September 14, 2024",0,0,0.0,0.0,0.0,0.0,0,48,48,48,0,0,0,0,13,15,0.0,0.0,0.0,1,32,16,0,0,33,33,33,0,3,0,0,0,,0,0,0,0,24,0,0,0,0,,30.06.2027
Erik Ahlstrand,se SWE,"RW,RM",23-054,"Saturday December 7, 2024",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,0,0,1,0,,0,1,0,0,1,1,0,0,0,0.0,-
Scott Banks,sct SCO,RW,23-002,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,0,2,2,2,0,0,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,1,1,1,0,0,0,1,1,,0,0,0,0,1,0,1,0,0,0.0,-
Nicolas Hofler,de GER,DM,34-189,"Saturday September 14, 2024",0,1,0.0,0.0,0.0,0.0,2,20,20,20,2,2,0,0,9,0,0.0,0.0,0.0,2,19,1,0,0,15,15,15,0,2,0,2,0,,0,0,1,0,15,0,0,0,3,50.0,-
Nicolas Hofler,de GER,DM,34-358,"Sunday March 2, 2025",0,0,0.0,0.0,0.0,0.0,1,4,4,4,1,1,0,0,3,0,0.0,0.0,0.0,1,4,0,0,0,4,4,4,0,0,0,0,0,,0,0,0,0,4,1,0,0,0,,-
Thomas Keller,de GER,CM,25-202,"Sunday February 23, 2025",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,0,0,0.0,0.0,0.0,0,3,1,0,0,1,1,1,0,0,0,1,0,,0,0,0,0,2,0,1,0,0,0.0,30.06.2028
Scott Banks,sct SCO,"RM,AM",23-107,"Saturday January 11, 2025",0,1,0.2,0.2,0.0,0.0,0,5,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0,5,0,0,1,3,3,3,0,0,0,3,1,,0,0,0,0,5,1,0,1,0,0.0,-
Patrick Drewes,de GER,GK,31-272,"Saturday November 2, 2024",0,0,0.0,0.0,0.0,0.0,0,37,37,37,0,0,0,0,6,14,0.0,0.0,0.0,0,30,7,0,0,21,21,21,0,2,0,0,0,,0,0,0,0,21,0,0,0,0,,30.06.2027
Grant Ranos,am ARM,RW,21-178,"Tuesday January 14, 2025",0,0,0.0,0.0,0.0,0.0,0,9,9,9,1,1,0,0,0,0,0.0,0.0,0.0,0,8,1,0,0,7,7,7,0,0,0,5,0,,0,1,0,0,8,1,0,0,0,,30.06.2027
Daniel Svensson,se SWE,WB,23-094,"Saturday May 17, 2025",0,1,0.0,0.0,0.2,0.2,4,78,78,78,8,8,0,0,28,4,0.2,0.2,0.5,4,58,20,0,10,66,66,66,0,2,0,60,3,0.0,1,1,3,1,59,17,0,10,0,0.0,30.06.2026
Patrick Drewes,de GER,GK,32-005,"Sunday February 9, 2025",0,0,0.0,0.0,0.0,0.0,0,35,35,35,0,0,0,0,11,5,0.0,0.0,0.0,0,25,10,0,0,18,18,18,0,0,0,0,0,,0,0,0,0,19,0,0,0,0,,30.06.2027
Patrick Drewes,de GER,GK,31-293,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,0,63,63,63,0,0,0,0,22,18,0.0,0.0,0.0,0,46,17,0,0,47,47,47,0,0,0,0,0,,0,0,0,0,40,0,0,0,0,,30.06.2027
Stefan Schimmer,de GER,CM,30-335,"Saturday March 29, 2025",0,0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0.0,0.0,0.0,0,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0,0,1,0,0,0,1,100.0,30.06.2026
Thomas Keller,de GER,FW,25-251,"Sunday April 13, 2025",0,1,0.0,0.0,0.0,0.0,0,13,13,13,0,0,0,0,8,1,0.0,0.0,0.0,2,13,0,0,0,12,12,12,0,0,0,3,0,,0,2,0,0,12,0,1,0,0,,30.06.2028
Patrick Drewes,de GER,GK,31-349,"Saturday January 18, 2025",0,0,0.0,0.0,0.0,0.0,0,41,41,41,0,0,0,0,15,9,0.0,0.0,0.0,0,27,14,0,0,25,25,25,0,0,0,0,0,,0,0,0,0,23,0,0,0,0,,30.06.2027
Scott Banks,sct SCO,AM,23-122,"Sunday January 26, 2025",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,-
Patrick Drewes,de GER,GK,31-258,"Saturday October 19, 2024",0,0,0.0,0.0,0.0,0.0,0,42,42,42,0,0,0,0,11,20,0.0,0.0,0.0,2,35,7,0,0,34,34,34,0,0,0,0,0,,0,0,0,0,21,0,0,0,0,,30.06.2027
Abdoulie Ceesay,gm GAM,FW,21-055,"Saturday March 1, 2025",0,0,0.0,0.0,0.0,0.0,0,5,5,5,0,0,0,0,0,0,0.0,0.0,0.0,0,5,0,0,0,3,3,3,0,0,0,3,0,,0,0,0,2,5,4,1,0,0,0.0,-
Daniel Svensson,se SWE,LB,23-003,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,1,73,73,73,9,9,0,0,20,5,0.0,0.0,0.1,6,64,9,0,9,58,58,58,0,3,0,28,4,0.0,0,1,1,0,58,7,1,9,1,50.0,30.06.2026
Erik Ahlstrand,se SWE,LW,23-046,"Friday November 29, 2024",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,,-
Patrick Drewes,de GER,GK,31-209,"Saturday August 31, 2024",0,0,0.0,0.0,0.0,0.0,0,41,41,41,0,0,0,0,9,10,0.0,0.0,0.0,1,34,7,0,0,28,28,28,0,1,0,0,0,,0,0,0,0,25,0,0,0,0,,30.06.2027
Thomas Keller,de GER,CB,25-195,"Sunday February 16, 2025",0,0,0.0,0.0,0.0,0.0,0,30,30,30,1,1,0,0,20,2,0.0,0.0,0.0,1,29,1,0,0,26,26,26,0,6,0,0,0,,0,0,2,0,25,0,1,0,2,100.0,30.06.2028
Patrick Drewes,de GER,GK,31-230,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,0,49,49,49,0,0,0,0,11,17,0.0,0.0,0.0,0,32,17,0,0,32,32,32,0,1,0,0,0,,0,0,0,0,23,0,0,0,0,,30.06.2027
Stefan Schimmer,de GER,AM,30-231,"Sunday December 15, 2024",0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,30.06.2026
Stefan Schimmer,de GER,LW,30-350,"Sunday April 13, 2025",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,2,0,0.0,0.0,0.0,0,3,1,0,0,3,3,3,0,0,0,1,0,,0,0,0,0,1,0,0,0,0,,30.06.2026
Patrick Drewes,de GER,GK,31-342,"Saturday January 11, 2025",0,0,0.0,0.0,0.0,0.0,0,40,40,40,0,0,0,0,13,8,0.0,0.0,0.0,0,30,9,0,0,24,24,24,1,0,0,0,0,,0,0,0,0,15,0,0,0,0,,30.06.2027
Stefan Schimmer,de GER,FW,30-217,"Sunday December 1, 2024",0,1,0.1,0.1,0.1,0.1,1,7,7,7,1,1,0,0,1,1,0.1,0.1,0.2,0,7,0,0,2,4,4,4,0,0,0,5,1,,0,0,1,0,7,0,0,2,0,0.0,30.06.2026
Nicolas Hofler,de GER,CM,35-006,"Saturday March 15, 2025",0,0,0.0,0.0,0.0,0.0,0,15,15,15,3,3,0,0,6,1,0.0,0.0,0.0,1,15,0,0,0,12,12,12,0,0,0,7,0,,0,0,0,0,8,0,0,0,1,100.0,-
Stefan Schimmer,de GER,AM,30-342,"Saturday April 5, 2025",0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,30.06.2026
Patrick Drewes,de GER,GK,31-300,"Saturday November 30, 2024",0,0,0.0,0.0,0.0,0.0,0,51,51,51,0,0,0,0,18,13,0.0,0.0,0.0,0,33,18,0,0,35,35,35,0,0,0,0,0,,0,0,0,0,24,0,0,0,0,,30.06.2027
Daniel Svensson,se SWE,"WB,LB",23-088,"Sunday May 11, 2025",0,0,0.0,0.0,0.0,0.0,1,49,49,49,4,4,0,0,18,3,0.0,0.0,0.0,4,39,10,0,1,39,39,39,0,6,0,16,2,,0,1,1,1,33,1,0,1,1,100.0,30.06.2026
Erik Ahlstrand,se SWE,RW,23-041,"Sunday November 24, 2024",0,0,0.0,0.0,0.0,0.0,0,8,8,8,1,1,0,0,2,0,0.0,0.0,0.0,0,8,0,0,0,7,7,7,0,0,0,6,1,,0,0,2,0,9,1,0,0,0,0.0,-
Aleksandar Pavlovic,de GER,DM,20-148,"Saturday September 28, 2024",1,1,0.0,0.0,0.0,0.0,2,92,92,92,7,7,0,0,35,5,0.0,0.0,0.1,13,92,0,1,1,82,82,82,0,0,0,22,0,,0,2,2,0,82,3,3,1,0,,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-267,"Saturday January 25, 2025",0,0,0.0,0.0,0.0,0.0,1,63,63,63,2,2,1,1,29,6,0.0,0.0,0.0,6,63,0,0,0,62,62,62,0,2,0,13,1,100.0,0,2,3,0,62,2,1,0,1,25.0,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-141,"Saturday September 21, 2024",0,0,0.0,0.0,0.0,0.0,1,90,90,90,11,11,0,0,37,5,0.0,0.0,0.1,15,88,2,0,0,84,84,84,0,0,0,12,1,,0,1,2,0,75,3,1,0,0,,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-231,"Friday December 20, 2024",0,0,0.0,0.0,0.0,0.0,1,32,32,32,4,4,0,0,10,2,0.0,0.0,0.1,4,32,0,0,0,31,31,31,0,0,0,13,2,,0,2,0,0,28,0,1,0,0,,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-274,"Saturday February 1, 2025",0,2,0.2,0.2,0.0,0.0,1,69,69,69,5,5,0,0,28,1,0.0,0.0,0.1,11,69,0,0,0,65,65,65,0,0,0,28,2,,0,2,0,0,64,4,0,0,0,0.0,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-218,"Saturday December 7, 2024",0,1,0.1,0.1,0.0,0.0,0,121,121,121,9,9,0,0,45,8,0.0,0.0,0.2,16,120,0,0,0,115,115,115,1,0,0,31,1,,0,4,0,0,111,5,1,0,0,,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-121,"Sunday September 1, 2024",0,0,0.0,0.0,0.0,0.0,0,68,68,68,5,5,0,0,14,2,0.0,0.0,0.0,6,68,0,0,0,65,65,65,0,2,0,6,0,,0,0,1,1,62,0,1,0,2,66.7,30.06.2029
Aleksandar Pavlovic,de GER,"CM,DM,FW",21-000,"Saturday May 3, 2025",0,1,0.1,0.1,0.0,0.0,2,69,69,69,10,10,0,0,23,6,0.0,0.0,0.0,7,68,1,0,0,57,57,57,0,1,0,16,1,,0,2,0,0,59,2,0,0,3,100.0,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-344,"Saturday April 12, 2025",0,0,0.0,0.0,0.0,0.0,2,25,25,25,2,2,0,0,3,0,0.0,0.0,0.0,2,24,1,0,0,22,22,22,0,1,0,6,0,,0,1,1,0,21,0,0,0,1,100.0,30.06.2029
Aleksandar Pavlovic,de GER,DM,21-007,"Saturday May 10, 2025",0,1,0.1,0.1,0.0,0.0,0,27,27,27,3,3,0,0,8,2,0.0,0.0,0.0,3,27,0,0,0,27,27,27,0,0,0,2,0,,0,0,0,0,26,0,1,0,0,,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-351,"Saturday April 19, 2025",0,0,0.0,0.0,0.0,0.0,3,110,110,110,8,8,1,1,34,2,0.0,0.0,0.1,7,110,0,1,0,102,102,102,0,1,0,17,0,100.0,0,4,0,0,107,0,1,0,2,100.0,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-156,"Sunday October 6, 2024",0,2,0.1,0.1,0.0,0.0,5,122,122,122,13,13,0,0,47,4,0.0,0.0,0.2,13,122,0,0,1,117,117,117,0,3,0,51,1,,0,8,0,0,118,4,0,1,1,100.0,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-225,"Saturday December 14, 2024",0,0,0.0,0.0,0.0,0.0,1,58,58,58,1,1,0,0,25,1,0.0,0.0,0.1,3,57,1,1,1,50,50,50,0,0,0,12,1,,0,0,1,0,48,3,0,1,1,100.0,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-257,"Wednesday January 15, 2025",0,0,0.0,0.0,0.0,0.0,2,91,91,91,8,8,0,0,33,3,0.0,0.0,0.1,13,91,0,0,0,86,86,86,0,0,0,23,1,,0,0,1,0,81,2,2,0,0,,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-169,"Saturday October 19, 2024",0,0,0.0,0.0,0.0,0.0,0,3,3,3,0,0,0,0,2,0,0.0,0.0,0.0,0,3,0,0,0,3,3,3,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-114,"Sunday August 25, 2024",0,0,0.0,0.0,0.0,0.0,1,69,69,69,9,9,0,0,27,2,0.0,0.0,0.1,8,68,1,0,1,66,66,66,0,1,0,8,0,,0,0,0,0,63,1,0,1,1,33.3,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-358,"Saturday April 26, 2025",0,0,0.0,0.0,0.0,0.0,1,79,79,79,5,5,0,0,31,6,0.0,0.0,0.1,11,77,2,0,0,75,75,75,0,0,0,20,0,,0,5,0,0,69,0,2,0,0,0.0,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-288,"Saturday February 15, 2025",0,0,0.0,0.0,0.0,0.0,0,41,41,41,1,1,0,0,17,1,0.0,0.0,0.0,2,41,0,0,0,35,35,35,0,1,0,3,0,,0,0,1,0,36,1,1,0,0,,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-280,"Friday February 7, 2025",0,1,0.1,0.1,0.0,0.0,2,109,109,109,6,6,2,2,26,7,0.0,0.0,0.1,7,108,1,0,0,103,103,103,0,0,0,36,0,100.0,0,6,0,0,100,1,0,0,0,,30.06.2029
Aleksandar Pavlovic,de GER,DM,21-014,"Saturday May 17, 2025",0,0,0.0,0.0,0.0,0.0,2,88,88,88,8,8,0,0,33,7,0.0,0.0,0.2,11,88,0,2,0,81,81,81,0,2,0,26,0,,0,3,1,1,87,1,0,0,0,0.0,30.06.2029
Aleksandar Pavlovic,de GER,DM,20-296,"Sunday February 23, 2025",0,0,0.0,0.0,0.1,0.1,3,115,115,115,11,11,1,1,40,6,0.1,0.1,0.2,11,113,2,0,1,109,109,109,0,0,0,18,0,100.0,0,1,0,0,99,1,2,1,0,,30.06.2029
Umut Tohumcu,de GER,CM,20-069,"Saturday October 19, 2024",0,1,0.0,0.0,0.0,0.0,0,6,6,6,0,0,0,0,1,0,0.0,0.0,0.0,0,6,0,0,0,4,4,4,0,1,0,1,0,,0,0,0,1,4,0,0,0,0,,30.06.2028
Vincenzo Grifo,it ITA,LW,31-167,"Saturday September 21, 2024",2,4,0.4,0.4,0.3,0.3,4,56,56,56,9,9,0,0,16,12,0.3,0.3,0.4,9,50,6,1,6,48,48,48,0,0,0,25,3,0.0,0,0,2,0,45,10,0,6,2,100.0,-
Andreas HancheOlsen,no NOR,CB,28-008,"Saturday January 25, 2025",0,2,0.2,0.2,0.0,0.0,0,10,10,10,1,1,0,0,4,0,0.0,0.0,0.0,0,9,0,0,0,8,8,8,1,0,0,3,2,,0,0,0,0,7,0,0,0,4,100.0,30.06.2028
Andreas HancheOlsen,no NOR,CB,27-255,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,0,16,16,16,1,1,0,0,5,1,0.0,0.0,0.0,2,15,1,0,0,12,12,12,0,0,0,1,0,,0,0,0,1,14,0,2,0,1,50.0,30.06.2028
Jordy Makengo,fr FRA,LB,23-259,"Saturday April 19, 2025",0,0,0.0,0.0,0.0,0.0,1,22,22,22,1,1,1,1,12,2,0.0,0.0,0.0,1,20,2,0,0,20,20,20,0,2,0,4,0,100.0,0,0,5,1,17,2,3,0,1,100.0,-
Andreas HancheOlsen,no NOR,CB,27-326,"Sunday December 8, 2024",0,0,0.0,0.0,0.0,0.0,0,57,57,57,5,5,0,0,26,4,0.0,0.0,0.0,4,51,6,0,0,49,49,49,0,1,0,0,0,,0,0,1,0,42,0,2,0,3,100.0,30.06.2028
Kilian Fischer,de GER,RB,24-147,"Saturday March 8, 2025",0,0,0.0,0.0,0.0,0.0,1,35,35,35,3,3,1,1,19,1,0.0,0.0,0.0,2,28,7,0,1,28,28,28,0,2,0,7,0,50.0,1,0,0,0,22,3,1,1,1,50.0,30.06.2027
Umut Tohumcu,de GER,CM,20-049,"Sunday September 29, 2024",0,0,0.0,0.0,0.1,0.1,1,37,37,37,3,3,0,0,16,1,0.1,0.1,0.0,3,35,2,0,1,34,34,34,0,1,0,4,0,0.0,1,0,0,0,29,1,0,1,0,,30.06.2028
Fabian Rieder,ch SUI,AM,22-190,"Saturday August 24, 2024",0,2,0.1,0.1,0.0,0.0,1,13,13,13,0,0,0,0,5,1,0.0,0.0,0.0,0,11,2,0,1,9,9,9,0,0,0,7,0,,0,0,0,1,9,1,0,1,0,0.0,30.06.2027
Fabian Rieder,ch SUI,AM,22-303,"Sunday December 15, 2024",0,2,0.1,0.1,0.0,0.0,3,11,11,11,2,2,0,0,1,1,0.0,0.0,0.0,1,10,1,0,0,8,8,8,0,0,0,7,0,0.0,1,2,0,0,13,1,0,0,1,100.0,30.06.2027
Kilian Fischer,de GER,RB,24-042,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,0,54,54,54,7,7,1,1,21,1,0.0,0.0,0.0,2,46,8,0,1,45,45,45,0,4,0,20,0,100.0,0,3,2,0,38,5,1,1,0,0.0,30.06.2027
Julian Weigl,de GER,DM,29-224,"Sunday April 20, 2025",0,1,0.0,0.0,0.0,0.0,1,32,32,32,1,1,1,1,8,1,0.0,0.0,0.0,0,30,1,0,1,25,25,25,1,3,0,8,0,100.0,0,1,0,1,25,0,0,1,1,50.0,30.06.2028
Luca Netz,de GER,LB,21-296,"Friday March 7, 2025",0,0,0.0,0.0,0.2,0.2,2,10,10,10,1,1,0,0,4,1,0.2,0.2,0.1,1,10,0,0,1,8,8,8,0,0,0,4,1,0.0,1,0,1,0,7,1,0,1,1,100.0,30.06.2026
Andreas HancheOlsen,no NOR,CB,27-227,"Saturday August 31, 2024",0,0,0.0,0.0,0.2,0.2,1,31,31,31,0,0,0,0,12,1,0.2,0.2,0.4,1,28,3,0,0,23,23,23,0,4,1,2,1,,0,0,0,0,22,2,2,0,1,100.0,30.06.2028
Vincenzo Grifo,it ITA,LM,32-033,"Saturday May 10, 2025",0,1,0.0,0.0,0.7,0.7,5,37,37,37,3,3,0,0,14,4,0.7,0.7,0.5,1,31,6,0,10,26,26,26,0,1,0,25,3,0.0,1,1,0,0,22,4,1,10,0,0.0,-
Fabian Rieder,ch SUI,"RW,RB",23-068,"Friday April 25, 2025",0,1,0.0,0.0,0.0,0.0,4,36,36,36,2,2,0,0,12,1,0.0,0.0,0.1,1,34,2,0,2,27,27,27,0,1,0,18,0,0.0,1,2,0,1,30,11,0,2,1,50.0,30.06.2027
Luca Netz,de GER,LW,21-255,"Saturday January 25, 2025",0,0,0.0,0.0,0.0,0.0,0,2,2,2,1,1,0,0,0,0,0.0,0.0,0.0,0,2,0,0,0,2,2,2,0,0,0,2,0,,0,0,0,1,4,0,0,0,0,0.0,30.06.2026
Keven Schlotterbeck,de GER,CB,27-153,"Saturday September 28, 2024",0,0,0.0,0.0,0.0,0.0,0,35,35,35,2,2,0,0,16,2,0.0,0.0,0.0,1,35,0,0,0,28,28,28,0,3,1,1,1,,0,0,3,0,31,0,1,0,1,100.0,30.06.2027
Kilian Fischer,de GER,RB,24-049,"Saturday November 30, 2024",0,0,0.0,0.0,0.0,0.0,1,41,41,41,1,1,0,0,13,2,0.0,0.0,0.0,2,39,2,0,0,33,33,33,0,3,0,8,1,,0,0,1,0,37,3,2,0,0,,30.06.2027
Luca Netz,de GER,WB,21-213,"Saturday December 14, 2024",0,0,0.0,0.0,0.2,0.2,1,8,8,8,1,1,0,0,2,0,0.2,0.2,0.1,1,8,0,0,1,7,7,7,0,0,0,3,0,,0,0,0,0,6,1,0,1,1,50.0,30.06.2026
Fabian Rieder,ch SUI,RW,22-246,"Saturday October 19, 2024",0,1,0.0,0.0,0.0,0.0,1,27,27,27,2,2,1,1,7,3,0.0,0.0,0.0,2,22,5,1,5,15,15,15,0,0,0,12,0,33.3,2,1,2,2,17,1,0,5,0,0.0,30.06.2027
Kilian Fischer,de GER,RB,24-209,"Friday May 9, 2025",0,0,0.0,0.0,0.1,0.1,1,42,42,42,4,4,0,0,22,6,0.1,0.1,0.1,1,38,4,0,3,36,36,36,0,2,0,13,0,,0,0,2,0,31,1,1,3,0,0.0,30.06.2027
Luca Netz,de GER,LB,21-290,"Saturday March 1, 2025",0,0,0.0,0.0,0.2,0.2,3,14,14,14,0,0,0,0,8,0,0.2,0.2,0.1,0,12,2,0,1,13,13,13,0,3,0,5,2,,0,0,0,0,10,1,0,1,0,,30.06.2026
Luca Netz,de GER,LB,21-340,"Sunday April 20, 2025",0,0,0.0,0.0,0.0,0.0,0,9,9,9,0,0,0,0,1,0,0.0,0.0,0.0,0,7,2,0,0,7,7,7,0,4,0,1,1,0.0,1,0,0,0,3,0,0,0,0,0.0,30.06.2026
Umut Tohumcu,de GER,DM,20-104,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,1,3,3,3,0,0,0,0,0,1,0.0,0.0,0.0,0,1,2,0,2,1,1,1,0,0,0,2,0,,0,0,0,0,0,0,0,2,0,,30.06.2028
Kilian Fischer,de GER,RB,24-057,"Sunday December 8, 2024",0,1,0.1,0.1,0.0,0.0,1,33,33,33,1,1,1,1,8,2,0.0,0.0,0.0,1,28,5,0,1,27,27,27,0,2,0,9,1,100.0,0,0,1,0,26,1,1,1,1,50.0,30.06.2027
Julian Weigl,de GER,DM,29-139,"Saturday January 25, 2025",0,1,0.0,0.0,0.0,0.0,3,62,62,62,4,4,0,0,26,8,0.0,0.0,0.0,1,61,1,1,0,54,54,54,0,1,0,3,0,,0,0,1,0,51,0,0,0,1,100.0,30.06.2028
Jordy Makengo,fr FRA,LM,23-112,"Saturday November 23, 2024",0,0,0.0,0.0,0.0,0.0,0,4,4,4,0,0,0,0,1,0,0.0,0.0,0.0,0,4,0,0,0,4,4,4,0,0,0,0,0,0.0,1,0,0,1,3,0,0,0,0,,-
Vincenzo Grifo,it ITA,LW,31-329,"Sunday March 2, 2025",0,0,0.0,0.0,0.0,0.0,1,32,32,32,4,4,1,1,7,2,0.0,0.0,0.0,1,30,2,1,3,19,19,19,0,1,1,9,1,33.3,2,1,0,0,27,2,1,3,0,,-
