Jugador,Nacionalidad,Posicion,Edad,Goles,Tiros Totales,xG,npxG,xAG,xAG,xAG,xAG,Acciones_que_crean_tiros,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_intentados,Pases_progresivos,Pases_progresivos,Pases_progresivos,Pases_progresivos,Regates_exitosos,Regates_exitosos,Regates_exitosos,Regates_exitosos,Pases_medios_completados,Pases_largos_completados,xAG,xAG,xAG,xAG,xA,Pases_en_ultimo_tercio,Pases_balon_vivo,Pases_balon_muerto,Pases_al_hueco,Pases_centros,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_completados,Pases_fuera_de_juego,Valla_no_vencida,Errores_defnsivos_ocasion_tiro,Toques_en_zona_ofensiva,Toques_en_area_rival,%_de_regates_exitosos,Veces_que_fue_barrido_regate,Acarreos_ultimo_tercio,Malos_controles,Perdida_balon,Pases_recibidos,Pases_progresivos_recibidos,Faltas_cometidas,Centros,Duelos_aereos_ganados,%_de_duelos_aereos_ganados,contract_date
Lee Jaesung,kr KOR,AM,32-280,14,80,10.8,10.8,9.8,9.8,9.8,9.8,146,2098,2098,2098,2098,2098,2098,2098,2098,2098,210,210,210,210,22,22,22,22,514,88,9.8,9.8,9.8,9.8,8.4,112,2050,30,8,62,1626,1626,1626,1626,1626,1626,1626,1626,1626,18,76,0,1070,248,1633.2,32,46,146,54,1876,330,46,62,100,2793.6,30.06.2026
Lennard Maloney,us USA,CM,25-221,0,6,0.7999999999999999,0.7999999999999999,0.0,0.0,0.0,0.0,14,570,570,570,570,570,570,570,570,570,28,28,28,28,2,2,2,2,194,50,0.0,0.0,0.0,0.0,0.0,24,562,6,2,2,404,404,404,404,404,404,404,404,404,2,82,0,50,10,200.0,6,2,24,4,334,0,26,2,36,1260.0,30.06.2028
Leo Scienza,br BRA,LW,26-246,6,76,4.0,4.0,7.4,7.4,7.4,7.4,164,790,790,790,790,790,790,790,790,790,60,60,60,60,74,74,74,74,172,76,7.4,7.4,7.4,7.4,8.0,60,588,200,2,162,524,524,524,524,524,524,524,524,524,2,18,2,572,88,1835.8,70,80,82,26,738,180,32,162,6,366.6,30.06.2027
Leon Goretzka,de GER,CB,30-100,8,64,5.2,5.2,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.4000000000000004,56,2450,2450,2450,2450,2450,2450,2450,2450,2450,254,254,254,254,14,14,14,14,922,90,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.4000000000000004,5.0,294,2392,48,10,10,2202,2202,2202,2202,2202,2202,2202,2202,2202,10,50,2,578,54,1200.0,2,70,8,8,2102,56,24,10,62,2191.8,30.06.2026
Leonardo Bittencourt,de GER,CM,31-149,4,54,3.0,3.0,3.2,3.2,3.2,3.2,78,1360,1360,1360,1360,1360,1360,1360,1360,1360,128,128,128,128,2,2,2,2,428,84,3.2,3.2,3.2,3.2,3.8000000000000003,112,1318,38,4,44,1142,1142,1142,1142,1142,1142,1142,1142,1142,4,22,0,410,40,200.0,6,26,24,4,1166,76,30,44,10,766.6,30.06.2026
Leonidas Stergiou,ch SUI,RB,23-053,2,6,2.0,2.0,1.6,1.6,1.6,1.6,24,1068,1068,1068,1068,1068,1068,1068,1068,1068,78,78,78,78,8,8,8,8,316,52,1.6,1.6,1.6,1.6,1.0,60,902,160,2,26,880,880,880,880,880,880,880,880,880,6,78,0,304,18,700.0,4,26,12,8,752,64,12,26,12,600.0,30.06.2028
Leopold Querfeld,at AUT,CB,21-148,4,32,2.2,2.2,1.8,1.8,1.8,1.8,52,1604,1604,1604,1604,1604,1604,1604,1604,1604,98,98,98,98,6,6,6,6,636,210,1.8,1.8,1.8,1.8,2.4,106,1498,96,2,0,1296,1296,1296,1296,1296,1296,1296,1296,1296,10,288,4,108,68,400.0,10,4,10,4,1148,10,40,0,130,2564.0,-
Lois Openda,be BEL,FW,25-090,18,154,18.2,16.6,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,132,1182,1182,1182,1182,1182,1182,1182,1182,1182,94,94,94,94,44,44,44,44,172,44,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,3.8000000000000003,48,1128,48,4,54,754,754,754,754,754,754,754,754,754,6,24,0,984,316,1794.8,74,52,164,54,1436,458,58,54,38,1700.0,30.06.2028
Lovro Majer,hr CRO,CM,27-120,4,12,2.6,1.2000000000000002,2.0,2.0,2.0,2.0,26,282,282,282,282,282,282,282,282,282,34,34,34,34,10,10,10,10,62,12,2.0,2.0,2.0,2.0,1.6,26,250,30,2,34,196,196,196,196,196,196,196,196,196,2,4,2,160,20,566.6,6,8,10,14,244,20,12,34,6,466.6,30.06.2028
Luca Jaquez,ch SUI,CB,21-349,0,2,0.4,0.4,0.0,0.0,0.0,0.0,10,424,424,424,424,424,424,424,424,424,36,36,36,36,0,0,0,0,166,24,0.0,0.0,0.0,0.0,0.0,36,412,12,0,2,388,388,388,388,388,388,388,388,388,0,8,0,26,2,0.0,0,4,2,0,364,0,8,2,8,400.0,30.06.2029
Luca Kerber,de GER,DM,23-068,4,14,1.2000000000000002,1.2000000000000002,1.4,1.4,1.4,1.4,18,494,494,494,494,494,494,494,494,494,32,32,32,32,2,2,2,2,170,40,1.4,1.4,1.4,1.4,0.6000000000000001,20,476,12,2,6,364,364,364,364,364,364,364,364,364,6,50,2,124,22,200.0,6,0,24,8,398,24,44,6,22,866.8,30.06.2027
Luca Netz,de GER,LB,21-353,0,6,0.4,0.4,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.4000000000000004,54,1056,1056,1056,1056,1056,1056,1056,1056,1056,56,56,56,56,12,12,12,12,298,22,3.4000000000000004,3.4000000000000004,3.4000000000000004,3.4000000000000004,1.8,60,898,156,0,32,856,856,856,856,856,856,856,856,856,2,72,0,344,34,500.0,28,22,28,20,774,110,16,32,22,1150.0,30.06.2026
Luca Philipp,de GER,GK,24-156,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,388,388,388,388,388,388,388,388,388,0,0,0,0,0,0,0,0,100,98,0.0,0.0,0.0,0.0,0.0,8,270,116,0,0,246,246,246,246,246,246,246,246,246,2,2,0,0,0,0.0,0,0,0,0,178,0,0,0,0,0.0,30.06.2026
Lucas Holer,de GER,FW,30-311,12,68,15.6,14.0,5.4,5.4,5.4,5.4,102,1190,1190,1190,1190,1190,1190,1190,1190,1190,94,94,94,94,36,36,36,36,202,14,5.4,5.4,5.4,5.4,2.6,68,1154,32,2,28,780,780,780,780,780,780,780,780,780,4,72,0,704,178,1530.0,26,24,104,48,1142,244,60,28,160,2844.4,-
Lucas Holer,de GER,FW,30-311,12,68,15.6,14.0,5.4,5.4,5.4,5.4,102,1190,1190,1190,1190,1190,1190,1190,1190,1190,94,94,94,94,36,36,36,36,202,14,5.4,5.4,5.4,5.4,2.6,68,1154,32,2,28,780,780,780,780,780,780,780,780,780,4,72,0,704,178,1530.0,26,24,104,48,1142,244,60,28,160,2844.4,30.06.2029
Lucas Tousart,fr FRA,CM,28-018,0,18,0.8,0.8,0.8,0.8,0.8,0.8,24,324,324,324,324,324,324,324,324,324,36,36,36,36,10,10,10,10,60,12,0.8,0.8,0.8,0.8,0.8,14,324,0,0,4,216,216,216,216,216,216,216,216,216,0,54,0,114,40,600.0,12,0,16,10,202,26,22,4,40,1375.4,30.06.2026
Lukas Hradecky,fi FIN,GK,35-174,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,1824,1824,1824,1824,1824,1824,1824,1824,1824,0,0,0,0,0,0,0,0,614,460,0.0,0.0,0.0,0.0,0.0,10,1428,390,0,0,1374,1374,1374,1374,1374,1374,1374,1374,1374,6,16,4,0,0,0.0,0,0,0,0,1008,0,0,0,2,200.0,30.06.2027
Lukas Klostermann,de GER,CB,28-341,2,8,0.6000000000000001,0.6000000000000001,0.2,0.2,0.2,0.2,34,2422,2422,2422,2422,2422,2422,2422,2422,2422,166,166,166,166,8,8,8,8,1112,102,0.2,0.2,0.2,0.2,0.8,160,2324,92,0,22,2142,2142,2142,2142,2142,2142,2142,2142,2142,6,286,6,236,26,800.0,2,28,18,0,1976,52,26,22,40,2026.4,30.06.2028
Lukas Kubler,de GER,RB,32-260,10,36,5.2,5.2,1.4,1.4,1.4,1.4,52,2074,2074,2074,2074,2074,2074,2074,2074,2074,156,156,156,156,0,0,0,0,714,138,1.4,1.4,1.4,1.4,1.4000000000000001,154,1704,356,0,60,1600,1600,1600,1600,1600,1600,1600,1600,1600,14,122,6,516,52,0.0,14,34,24,14,1362,98,50,60,84,3044.6,-
Lukas Nmecha,de GER,FW,26-154,6,40,9.2,9.2,0.4,0.4,0.4,0.4,16,238,238,238,238,238,238,238,238,238,12,12,12,12,8,8,8,8,38,4,0.4,0.4,0.4,0.4,0.8,4,228,10,4,12,152,152,152,152,152,152,152,152,152,0,8,0,178,48,566.6,6,8,28,6,278,64,14,12,32,1680.0,30.06.2027
Lukas Ullrich,de GER,LB,21-062,2,16,1.8,1.8,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,56,1700,1700,1700,1700,1700,1700,1700,1700,1700,78,78,78,78,16,16,16,16,466,62,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.4000000000000004,58,1426,268,2,94,1294,1294,1294,1294,1294,1294,1294,1294,1294,6,148,2,436,52,716.6,26,38,42,24,1224,142,44,94,28,1300.2,30.06.2027
Lutsharel Geertruida,nl NED,RB,24-303,2,16,2.2,2.2,1.8,1.8,1.8,1.8,50,2218,2218,2218,2218,2218,2218,2218,2218,2218,186,186,186,186,14,14,14,14,856,134,1.8,1.8,1.8,1.8,2.6,188,1948,264,2,26,1922,1922,1922,1922,1922,1922,1922,1922,1922,6,118,8,294,38,1133.4,14,30,28,8,1678,68,34,26,24,1400.0,30.06.2029
Maarten Vandevoordt,be BEL,GK,23-066,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,350,350,350,350,350,350,350,350,350,8,8,8,8,0,0,0,0,150,70,0.0,0.0,0.0,0.0,0.0,6,268,80,0,0,276,276,276,276,276,276,276,276,276,2,8,0,0,0,0.0,0,0,0,0,174,0,0,0,2,200.0,30.06.2029
Mads Pedersen,dk DEN,AM,28-209,0,4,0.2,0.2,0.0,0.0,0.0,0.0,8,180,180,180,180,180,180,180,180,180,22,22,22,22,4,4,4,4,70,16,0.0,0.0,0.0,0.0,0.2,14,132,48,0,10,140,140,140,140,140,140,140,140,140,0,12,0,94,10,150.0,12,6,8,2,116,20,10,10,2,100.0,30.06.2027
Mahmoud Dahoud,de GER,CM,29-046,2,14,1.2000000000000002,1.2000000000000002,1.4,1.4,1.4,1.4,26,450,450,450,450,450,450,450,450,450,34,34,34,34,2,2,2,2,146,14,1.4,1.4,1.4,1.4,1.2000000000000002,20,436,12,4,8,382,382,382,382,382,382,382,382,382,2,10,0,98,6,100.0,4,12,8,4,384,12,20,8,2,200.0,30.06.2026
Manolis Saliakas,gr GRE,RM,28-247,4,58,2.6,2.6,5.2,5.2,5.2,5.2,118,2668,2668,2668,2668,2668,2668,2668,2668,2668,186,186,186,186,6,6,6,6,896,224,5.2,5.2,5.2,5.2,5.4,154,2112,550,4,164,1916,1916,1916,1916,1916,1916,1916,1916,1916,6,124,0,860,60,466.6,10,68,12,12,1752,160,32,164,28,1600.0,-
Manuel Neuer,de GER,GK,39-051,0,0,0.0,0.0,1.0,1.0,1.0,1.0,6,1848,1848,1848,1848,1848,1848,1848,1848,1848,20,20,20,20,2,2,2,2,822,444,1.0,1.0,1.0,1.0,0.0,44,1686,160,2,0,1590,1590,1590,1590,1590,1590,1590,1590,1590,2,18,2,0,0,200.0,0,0,0,0,1394,0,0,0,8,800.0,30.06.2026
Marcel Sabitzer,at AUT,CM,31-061,2,42,3.8,3.8,3.0,3.0,3.0,3.0,84,1716,1716,1716,1716,1716,1716,1716,1716,1716,194,194,194,194,12,12,12,12,532,72,3.0,3.0,3.0,3.0,2.6,150,1624,88,8,46,1456,1456,1456,1456,1456,1456,1456,1456,1456,4,58,2,644,62,1100.0,18,62,44,24,1434,140,24,46,34,1760.0,30.06.2027
Marco Friedl,at AUT,CB,27-062,0,8,0.8,0.8,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,26,2936,2936,2936,2936,2936,2936,2936,2936,2936,138,138,138,138,12,12,12,12,1620,342,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4,126,2794,136,0,4,2648,2648,2648,2648,2648,2648,2648,2648,2648,6,260,2,70,10,1200.0,4,10,24,14,2202,2,52,4,92,2198.4,30.06.2028
Marco Grull,at AUT,FW,26-315,12,50,7.6,7.6,3.4,3.4,3.4,3.4,82,654,654,654,654,654,654,654,654,654,76,76,76,76,26,26,26,26,134,20,3.4,3.4,3.4,3.4,2.4,44,610,42,4,42,502,502,502,502,502,502,502,502,502,2,20,0,490,106,1019.8,46,38,86,78,722,186,44,42,10,900.0,-
Marin Ljubicic,hr CRO,RM,23-078,2,4,0.8,0.8,1.2,1.2,1.2,1.2,18,120,120,120,120,120,120,120,120,120,12,12,12,12,2,2,2,2,24,2,1.2,1.2,1.2,1.2,0.7999999999999999,6,112,8,0,2,68,68,68,68,68,68,68,68,68,0,14,0,78,22,200.0,2,0,12,2,118,38,18,2,6,400.0,-
Mario Gotze,de GER,LW,32-314,6,16,5.8,5.8,5.8,5.8,5.8,5.8,116,1692,1692,1692,1692,1692,1692,1692,1692,1692,176,176,176,176,18,18,18,18,376,64,5.8,5.8,5.8,5.8,3.4,112,1614,72,6,78,1312,1312,1312,1312,1312,1312,1312,1312,1312,6,16,0,694,86,916.6,24,46,52,54,1412,192,30,78,6,500.0,30.06.2026
Mario Hermoso,es ESP,CB,29-263,0,8,0.8,0.8,0.4,0.4,0.4,0.4,10,498,498,498,498,498,498,498,498,498,40,40,40,40,6,6,6,6,174,18,0.4,0.4,0.4,0.4,0.6,28,470,26,0,10,426,426,426,426,426,426,426,426,426,2,30,2,78,12,400.0,4,16,6,2,366,6,4,10,18,500.0,30.06.2027
Marius Bulter,de GER,WB,32-049,14,74,7.0,7.0,6.0,6.0,6.0,6.0,96,1172,1172,1172,1172,1172,1172,1172,1172,1172,70,70,70,70,48,48,48,48,292,64,6.0,6.0,6.0,6.0,6.2,60,1060,110,6,168,788,788,788,788,788,788,788,788,788,2,28,2,758,166,2096.8,44,48,78,42,1152,310,22,168,36,1496.4,30.06.2027
Marius Bulter,de GER,WB,32-049,14,74,7.0,7.0,6.0,6.0,6.0,6.0,96,1172,1172,1172,1172,1172,1172,1172,1172,1172,70,70,70,70,48,48,48,48,292,64,6.0,6.0,6.0,6.0,6.2,60,1060,110,6,168,788,788,788,788,788,788,788,788,788,2,28,2,758,166,2096.8,44,48,78,42,1152,310,22,168,36,1496.4,30.06.2028
Marius Muller,de GER,GK,31-239,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,436,436,436,436,436,436,436,436,436,0,0,0,0,0,0,0,0,130,140,0.0,0.0,0.0,0.0,0.0,14,344,92,0,0,308,308,308,308,308,308,308,308,308,0,0,0,0,0,0.0,0,0,0,0,244,0,0,0,8,800.0,30.06.2027
Marius Wolf,de GER,WB,29-355,2,24,1.0,1.0,6.8,6.8,6.8,6.8,160,2410,2410,2410,2410,2410,2410,2410,2410,2410,234,234,234,234,38,38,38,38,662,186,6.8,6.8,6.8,6.8,8.8,152,1742,644,6,230,1652,1652,1652,1652,1652,1652,1652,1652,1652,24,102,2,1088,92,1749.8,44,38,50,32,1538,190,38,230,16,1233.4,30.06.2027
Marnon Busch,de GER,"RB,RW",30-153,0,26,0.2,0.2,2.0,2.0,2.0,2.0,54,1690,1690,1690,1690,1690,1690,1690,1690,1690,126,126,126,126,6,6,6,6,598,234,2.0,2.0,2.0,2.0,3.2,118,1396,284,2,104,1228,1228,1228,1228,1228,1228,1228,1228,1228,10,130,10,380,18,500.0,8,40,26,2,1106,86,16,104,26,1680.0,30.06.2027
Martin Terrier,fr FRA,LW,27-320,4,32,4.8,4.8,1.6,1.6,1.6,1.6,42,398,398,398,398,398,398,398,398,398,28,28,28,28,4,4,4,4,80,12,1.6,1.6,1.6,1.6,3.1999999999999997,12,370,20,4,10,326,326,326,326,326,326,326,326,326,8,2,0,262,70,400.0,4,8,22,12,410,70,4,10,22,700.0,30.06.2029
Marvin Friedrich,de GER,CB,29-134,0,14,0.8,0.8,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,18,1412,1412,1412,1412,1412,1412,1412,1412,1412,72,72,72,72,4,4,4,4,652,76,1.4000000000000001,1.4000000000000001,1.4000000000000001,1.4000000000000001,0.8,46,1372,38,0,0,1248,1248,1248,1248,1248,1248,1248,1248,1248,2,114,0,54,34,400.0,0,6,10,6,1166,6,10,0,68,1301.4,30.06.2026
Marvin Pieringer,de GER,FW,25-225,14,114,17.8,13.0,7.8,7.8,7.8,7.8,138,1104,1104,1104,1104,1104,1104,1104,1104,1104,118,118,118,118,32,32,32,32,204,32,7.8,7.8,7.8,7.8,4.6000000000000005,72,1062,38,10,22,726,726,726,726,726,726,726,726,726,4,64,0,656,194,1706.8,30,44,138,48,1214,230,100,22,146,2557.2,30.06.2027
Mathias Honsak,at AUT,"WB,LB",28-148,10,58,6.4,6.4,3.2,3.2,3.2,3.2,82,924,924,924,924,924,924,924,924,924,58,58,58,58,18,18,18,18,278,68,3.2,3.2,3.2,3.2,3.6,44,808,114,0,100,648,648,648,648,648,648,648,648,648,2,62,0,410,66,966.6,26,56,76,24,752,116,28,100,44,1309.0,30.06.2027
Mathys Tel,fr FRA,LW,19-263,0,20,1.6,1.6,0.6,0.6,0.6,0.6,8,256,256,256,256,256,256,256,256,256,18,18,18,18,12,12,12,12,78,16,0.6,0.6,0.6,0.6,1.0,10,236,20,0,10,216,216,216,216,216,216,216,216,216,0,2,0,178,28,700.0,12,14,8,12,270,68,10,10,2,200.0,30.06.2031
Matthias Ginter,de GER,CB,31-118,4,48,5.6000000000000005,5.6000000000000005,1.6,1.6,1.6,1.6,54,3042,3042,3042,3042,3042,3042,3042,3042,3042,226,226,226,226,8,8,8,8,1376,238,1.6,1.6,1.6,1.6,2.6,194,2920,104,4,26,2512,2512,2512,2512,2512,2512,2512,2512,2512,18,292,10,226,112,700.0,4,24,20,0,2410,32,26,26,196,3855.2,30.06.2027
Mattias Svanberg,se SWE,CM,26-104,6,42,7.199999999999999,7.199999999999999,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996,58,754,754,754,754,754,754,754,754,754,72,72,72,72,20,20,20,20,180,28,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.5999999999999996,3.0,72,672,72,0,70,518,518,518,518,518,518,518,518,518,10,52,0,326,50,883.4,26,34,38,20,558,78,32,70,24,769.0,30.06.2027
Max Moerstedt,de GER,LW,,0,24,1.2,1.2,1.0,1.0,1.0,1.0,32,206,206,206,206,206,206,206,206,206,20,20,20,20,2,2,2,2,36,2,1.0,1.0,1.0,1.0,1.2000000000000002,10,202,2,2,2,138,138,138,138,138,138,138,138,138,2,10,0,170,62,200.0,6,4,26,22,250,72,12,2,32,1002.0,30.06.2027
Max Rosenfelder,de GER,RB,22-096,2,10,0.8,0.8,1.2,1.2,1.2,1.2,30,1350,1350,1350,1350,1350,1350,1350,1350,1350,58,58,58,58,28,28,28,28,600,40,1.2,1.2,1.2,1.2,0.0,46,1244,102,0,18,1152,1152,1152,1152,1152,1152,1152,1152,1152,4,130,0,148,22,1300.0,20,26,10,4,1030,36,18,18,24,1174.0,-
Maxim Leitsch,de GER,"CB,WB",26-266,2,12,2.6,2.6,0.4,0.4,0.4,0.4,14,740,740,740,740,740,740,740,740,740,50,50,50,50,0,0,0,0,272,50,0.4,0.4,0.4,0.4,0.2,52,680,60,0,6,578,578,578,578,578,578,578,578,578,0,84,2,70,26,0.0,0,10,16,6,480,10,20,6,38,1085.4,30.06.2026
Maximilian Arnold,de GER,RM,30-355,6,54,1.4000000000000001,1.4000000000000001,6.8,6.8,6.8,6.8,166,2716,2716,2716,2716,2716,2716,2716,2716,2716,256,256,256,256,2,2,2,2,980,342,6.8,6.8,6.8,6.8,8.200000000000001,264,2270,436,6,304,2098,2098,2098,2098,2098,2098,2098,2098,2098,10,140,4,616,14,100.0,6,22,36,22,1770,32,60,304,28,1200.0,30.06.2026
Maximilian Bauer,de GER,CB,24-338,0,2,0.4,0.4,0.2,0.2,0.2,0.2,8,680,680,680,680,680,680,680,680,680,60,60,60,60,0,0,0,0,286,68,0.2,0.2,0.2,0.2,0.0,62,640,38,0,8,550,550,550,550,550,550,550,550,550,2,70,2,48,6,0.0,0,8,12,4,520,14,14,8,38,873.2,30.06.2027
Maximilian Beier,de GER,AM,22-185,16,84,15.6,15.6,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,110,826,826,826,826,826,826,826,826,826,66,66,66,66,44,44,44,44,140,10,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005,4.4,26,792,26,2,32,582,582,582,582,582,582,582,582,582,8,28,2,616,176,1883.2,54,24,78,52,846,248,34,32,46,1793.4,30.06.2029
Maximilian Breunig,de GER,RW,24-164,4,20,7.0,5.4,0.2,0.2,0.2,0.2,16,162,162,162,162,162,162,162,162,162,14,14,14,14,6,6,6,6,40,10,0.2,0.2,0.2,0.2,0.2,10,156,6,0,2,94,94,94,94,94,94,94,94,94,0,6,0,102,34,500.0,6,8,30,12,192,26,16,2,18,487.4,30.06.2027
Maximilian Eggestein,de GER,CM,28-160,4,72,4.2,4.2,2.8,2.8,2.8,2.8,102,2904,2904,2904,2904,2904,2904,2904,2904,2904,282,282,282,282,22,22,22,22,1056,82,2.8,2.8,2.8,2.8,4.800000000000001,262,2838,58,4,18,2426,2426,2426,2426,2426,2426,2426,2426,2426,8,108,2,630,100,1500.0,26,50,56,38,2186,82,44,18,120,3401.8,-
Maximilian Mittelstadt,de GER,WB,28-060,2,42,1.4000000000000001,1.4000000000000001,9.6,9.6,9.6,9.6,196,4070,4070,4070,4070,4070,4070,4070,4070,4070,364,364,364,364,42,42,42,42,1296,242,9.6,9.6,9.6,9.6,13.200000000000001,320,3514,544,4,328,3396,3396,3396,3396,3396,3396,3396,3396,3396,12,192,4,1292,64,2666.8,28,104,48,16,3082,310,48,328,48,2316.6,30.06.2028
Maximilian Philipp,de GER,AM,30-316,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,14,14,14,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,14,0,0,0,6,6,6,6,6,6,6,6,6,0,0,0,10,0,0.0,0,0,2,0,12,0,0,0,0,0.0,-
Maximilian Wittek,de GER,WB,29-269,0,82,2.4,2.4,8.4,8.4,8.4,8.4,200,3050,3050,3050,3050,3050,3050,3050,3050,3050,282,282,282,282,24,24,24,24,1020,244,8.4,8.4,8.4,8.4,12.0,228,2210,830,16,328,2154,2154,2154,2154,2154,2154,2154,2154,2154,10,178,6,1024,40,1500.0,28,86,76,24,1720,166,68,328,46,2533.2,30.06.2026
Mergim Berisha,de GER,FW,26-344,2,28,2.4,2.4,2.0,2.0,2.0,2.0,12,130,130,130,130,130,130,130,130,130,14,14,14,14,6,6,6,6,24,2,2.0,2.0,2.0,2.0,0.7999999999999999,12,124,4,6,8,90,90,90,90,90,90,90,90,90,2,6,0,112,30,500.0,10,6,16,12,166,52,14,8,6,366.6,30.06.2027
Merlin Rohl,de GER,CM,22-316,0,24,1.4000000000000001,1.4000000000000001,3.4,3.4,3.4,3.4,50,500,500,500,500,500,500,500,500,500,44,44,44,44,24,24,24,24,146,26,3.4,3.4,3.4,3.4,2.0,34,494,4,0,24,380,380,380,380,380,380,380,380,380,2,4,0,338,56,1300.2,50,30,90,44,512,120,42,24,28,849.8,-
Mert Komur,de GER,AM,19-304,4,26,2.2,2.2,2.8,2.8,2.8,2.8,50,442,442,442,442,442,442,442,442,442,22,22,22,22,24,24,24,24,74,34,2.8,2.8,2.8,2.8,2.0,6,378,60,0,52,318,318,318,318,318,318,318,318,318,4,14,2,302,34,952.4,14,34,44,46,434,92,14,52,22,986.6,30.06.2029
Michael Olise,fr FRA,"RW,AM",23-156,24,172,19.4,19.4,23.8,23.8,23.8,23.8,338,3170,3170,3170,3170,3170,3170,3170,3170,3170,368,368,368,368,144,144,144,144,794,134,23.8,23.8,23.8,23.8,24.6,178,2902,256,50,262,2580,2580,2580,2580,2580,2580,2580,2580,2580,12,32,4,2416,296,3090.0,120,138,118,58,3112,762,44,262,22,1500.0,30.06.2029
Michael Zetterer,de GER,GK,29-309,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,2630,2630,2630,2630,2630,2630,2630,2630,2630,6,6,6,6,2,2,2,2,1076,644,0.0,0.0,0.0,0.0,0.0,42,2218,404,0,0,2056,2056,2056,2056,2056,2056,2056,2056,2056,8,20,14,0,0,200.0,0,0,2,0,1660,0,0,0,16,1200.0,30.06.2029
Michy Batshuayi,be BEL,FW,31-227,6,10,2.4,2.4,0.0,0.0,0.0,0.0,8,132,132,132,132,132,132,132,132,132,16,16,16,16,4,4,4,4,28,8,0.0,0.0,0.0,0.0,0.7999999999999999,8,122,8,0,2,106,106,106,106,106,106,106,106,106,2,0,0,74,28,133.4,10,4,22,2,134,30,12,2,6,466.6,30.06.2027
Mikkel Kaufmann,dk DEN,FW,23-354,0,6,1.0,1.0,0.2,0.2,0.2,0.2,24,182,182,182,182,182,182,182,182,182,20,20,20,20,4,4,4,4,30,10,0.2,0.2,0.2,0.2,0.8,12,174,6,2,2,90,90,90,90,90,90,90,90,90,2,14,0,102,24,400.0,6,12,22,4,198,42,10,2,34,877.6,30.06.2028
Mitchell Weiser,de GER,WB,31-026,10,86,10.6,10.6,9.4,9.4,9.4,9.4,174,3116,3116,3116,3116,3116,3116,3116,3116,3116,250,250,250,250,70,70,70,70,812,130,9.4,9.4,9.4,9.4,10.6,148,2560,546,20,156,2302,2302,2302,2302,2302,2302,2302,2302,2302,10,122,6,1282,218,1993.4,82,88,142,72,2420,400,60,156,62,2313.0,-
Mohamed Amoura,dz ALG,LW,25-008,20,146,17.6,14.4,7.8,7.8,7.8,7.8,160,1514,1514,1514,1514,1514,1514,1514,1514,1514,122,122,122,122,74,74,74,74,326,90,7.8,7.8,7.8,7.8,7.2,58,1428,76,18,70,1064,1064,1064,1064,1064,1064,1064,1064,1064,10,48,0,1258,254,2433.2,96,92,172,36,1466,488,60,70,38,1649.8,30.06.2029
Morgan Guilavogui,gn GUI,RW,27-068,12,82,14.4,14.4,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,104,1098,1098,1098,1098,1098,1098,1098,1098,1098,82,82,82,82,42,42,42,42,176,28,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,3.8000000000000003,58,1082,4,2,26,724,724,724,724,724,724,724,724,724,12,66,0,768,206,1793.4,44,56,100,48,1130,270,96,26,132,2331.2,30.06.2027
Moritz Jenz,de GER,CB,25-354,0,20,3.2,3.2,0.4,0.4,0.4,0.4,22,1690,1690,1690,1690,1690,1690,1690,1690,1690,94,94,94,94,4,4,4,4,782,82,0.4,0.4,0.4,0.4,0.6000000000000001,74,1650,38,0,0,1424,1424,1424,1424,1424,1424,1424,1424,1424,2,256,4,72,40,400.0,4,4,14,0,1184,6,54,0,146,2449.2,30.06.2027
